x,pixel space,Wind_speed_(m/s)
0.0,130.5,1.8128342245989304
1.0,132.5,1.748663101604278
2.0,133.0,1.7326203208556148
3.0,135.75,1.6443850267379678
4.0,137.0,1.6042780748663104
5.0,140.64285714285714,1.4873949579831935
6.0,143.0,1.4117647058823528
7.0,144.73333333333332,1.3561497326203213
8.0,146.0,1.3155080213903743
9.0,146.0,1.3155080213903743
10.0,145.5,1.3315508021390374
11.0,145.5,1.3315508021390374
12.0,145.1818181818182,1.341759844433641
13.0,147.5,1.2673796791443852
14.0,148.5,1.2352941176470589
15.0,146.25,1.307486631016043
16.0,145.0625,1.3455882352941178
17.0,144.21428571428572,1.3728036669213137
18.0,143.1764705882353,1.4061025479710598
19.0,139.5,1.5240641711229947
20.0,137.05882352941177,1.602390688895879
21.0,135.93333333333334,1.6385026737967914
22.0,130.5625,1.8108288770053478
23.0,127.125,1.9211229946524064
24.0,120.76923076923077,2.125051419169066
25.0,109.41176470588235,2.4894620949984274
26.0,100.92307692307692,2.7618264088852325
27.0,96.0625,2.9177807486631013
28.0,88.38461538461539,3.1641299876593996
29.0,92.4,3.0352941176470587
30.0,94.9375,2.953877005347594
31.0,99.5,2.807486631016043
32.0,100.23076923076923,2.784039489921843
33.0,99.5,2.807486631016043
34.0,99.13333333333334,2.819251336898396
35.0,99.21428571428571,2.816653934300993
36.0,101.4,2.7465240641711226
37.0,104.26666666666667,2.6545454545454548
38.0,109.23076923076923,2.495269436445907
39.0,109.16666666666667,2.497326203208556
40.0,110.73333333333333,2.447058823529412
41.0,111.5,2.4224598930481283
42.0,111.0,2.4385026737967914
43.0,112.33333333333333,2.3957219251336896
44.0,114.57142857142857,2.323911382734912
45.0,116.5,2.2620320855614975
46.0,122.8125,2.0594919786096257
47.0,126.25,1.9491978609625669
48.0,131.0,1.7967914438502672
49.0,130.4375,1.8148395721925135
50.0,131.15384615384616,1.7918552036199091
51.0,126.05882352941177,1.9553318653664673
52.0,119.38461538461539,2.169477581242287
53.0,119.38461538461539,2.169477581242287
54.0,119.38461538461539,2.169477581242287
55.0,123.58823529411765,2.0346020761245676
56.0,125.66666666666667,1.9679144385026737
57.0,130.5,1.8128342245989304
58.0,140.6,1.488770053475936
59.0,148.07142857142858,1.249045072574484
60.0,153.64285714285714,1.0702826585179528
61.0,156.92307692307693,0.9650349650349647
62.0,165.5,0.6898395721925134
63.0,165.5,0.6898395721925134
64.0,166.0,0.6737967914438503
65.0,166.0,0.6737967914438503
66.0,167.0,0.6417112299465241
67.0,166.5,0.6577540106951871
68.0,166.0,0.6737967914438503
69.0,164.9,0.7090909090909089
70.0,161.42857142857142,0.8204736440030562
71.0,160.6153846153846,0.8465651995063761
72.0,156.5,0.9786096256684493
73.0,154.25,1.0508021390374331
74.0,151.5,1.1390374331550803
75.0,150.5,1.1711229946524064
76.0,147.5,1.2673796791443852
77.0,148.5,1.2352941176470589
78.0,149.0,1.2192513368983957
79.0,147.0,1.2834224598930482
80.0,146.05882352941177,1.3136206354199433
81.0,143.35714285714286,1.400305576776165
82.0,139.7058823529412,1.5174583202264857
83.0,134.23076923076923,1.6931303990127522
84.0,134.73333333333332,1.6770053475935836
85.0,135.30769230769232,1.6585767174002464
86.0,138.3125,1.5621657754010696
87.0,141.0,1.4759358288770055
88.0,145.14285714285714,1.3430099312452255
89.0,143.25,1.4037433155080214
90.0,141.92857142857142,1.4461420932009172
91.0,140.54545454545453,1.4905201750121542
92.0,141.0,1.4759358288770055
93.0,142.0625,1.4418449197860963
94.0,143.05882352941177,1.409877319911922
95.0,146.0,1.3155080213903743
96.0,145.5,1.3315508021390374
97.0,144.5,1.3636363636363635
98.0,142.21428571428572,1.4369747899159662
99.0,141.64285714285714,1.4553093964858672
100.0,140.92307692307693,1.478403948992184
101.0,140.30769230769232,1.4981489099136154
102.0,138.0,1.572192513368984
103.0,138.5,1.5561497326203209
104.0,138.0,1.572192513368984
105.0,140.0,1.5080213903743316
106.0,140.76923076923077,1.4833401892225422
107.0,141.6153846153846,1.456190867955574
108.0,142.54545454545453,1.4263490520175015
109.0,146.0,1.3155080213903743
110.0,139.27272727272728,1.5313563441905684
111.0,137.46153846153845,1.589469354175237
112.0,135.05882352941177,1.6665618118905317
113.0,133.64705882352942,1.711859075180874
114.0,131.0,1.7967914438502672
115.0,132.0,1.7647058823529411
116.0,133.63636363636363,1.7122022362664078
117.0,130.84615384615384,1.8017276840806253
118.0,129.5,1.8449197860962567
119.0,127.35714285714286,1.913674560733384
120.0,125.07692307692308,1.9868366927190455
121.0,119.5,2.165775401069519
122.0,129.71428571428572,1.8380443086325438
123.0,132.73333333333332,1.7411764705882358
124.0,136.76923076923077,1.6116824352118466
125.0,148.0,1.251336898395722
126.0,145.0909090909091,1.3446767136606708
127.0,142.8,1.4181818181818178
128.0,141.6153846153846,1.456190867955574
129.0,139.53846153846155,1.5228301110654048
130.0,137.75,1.5802139037433154
131.0,135.0,1.6684491978609626
132.0,134.5,1.6844919786096257
133.0,134.0,1.700534759358289
134.0,126.45454545454545,1.9426349052017502
135.0,126.0,1.9572192513368987
136.0,128.52941176470588,1.8760616546083673
137.0,129.23529411764707,1.8534130229631955
138.0,133.0625,1.7306149732620322
139.0,136.5,1.6203208556149735
140.0,143.0,1.4117647058823528
141.0,141.0,1.4759358288770055
142.0,140.13333333333333,1.5037433155080215
143.0,131.8,1.7711229946524059
144.0,127.2,1.9187165775401067
145.0,121.86666666666666,2.0898395721925134
146.0,120.1875,2.143716577540107
147.0,116.61538461538461,2.258329905388729
148.0,126.58823529411765,1.9383453916325886
149.0,132.0625,1.7627005347593583
150.0,137.5,1.5882352941176472
151.0,139.64285714285714,1.5194805194805197
152.0,151.83333333333334,1.1283422459893044
153.0,153.5,1.0748663101604277
154.0,155.0,1.0267379679144384
155.0,156.5,0.9786096256684493
156.0,157.76923076923077,0.9378856437679965
157.0,160.0,0.8663101604278074
158.0,160.5,0.8502673796791445
159.0,161.0,0.8342245989304813
160.0,163.5,0.7540106951871658
161.0,164.5,0.7219251336898396
162.0,160.5,0.8502673796791445
163.0,158.6,0.9112299465240644
164.0,157.0625,0.9605614973262032
165.0,155.5,1.0106951871657754
166.0,152.0,1.1229946524064172
167.0,155.0,1.0267379679144384
168.0,156.73333333333332,0.9711229946524068
169.0,158.5,0.9144385026737968
170.0,159.2,0.8919786096256689
171.0,161.0,0.8342245989304813
172.0,160.0,0.8663101604278074
173.0,160.0,0.8663101604278074
174.0,163.46153846153845,0.7552447552447554
175.0,164.92857142857142,0.7081741787624144
176.0,162.6,0.7828877005347596
177.0,162.3125,0.7921122994652406
178.0,160.30769230769232,0.8564376799670912
179.0,153.7058823529412,1.068260459263919
180.0,144.6153846153846,1.3599341834635954
181.0,146.6875,1.2934491978609626
182.0,147.5,1.2673796791443852
183.0,150.3125,1.1771390374331552
184.0,153.64705882352942,1.07014784523435
185.0,158.0,0.93048128342246
186.0,155.7058823529412,1.0040893362692667
187.0,155.07142857142858,1.0244461420932005
188.0,154.76923076923077,1.034142328259975
189.0,154.76923076923077,1.034142328259975
190.0,154.64285714285714,1.0381970970206265
191.0,155.4,1.0139037433155078
192.0,156.3846153846154,0.9823118058412175
193.0,142.88235294117646,1.415539477823215
194.0,138.5,1.5561497326203209
195.0,124.76470588235294,1.9968543567159482
196.0,119.23529411764706,2.174268637936458
197.0,108.5,2.518716577540107
198.0,111.29411764705883,2.4290657439446366
199.0,111.92857142857143,2.4087089381207027
200.0,112.05882352941177,2.4045297263290344
201.0,113.3125,2.3643048128342246
202.0,117.8125,2.2199197860962565
203.0,119.83333333333333,2.1550802139037435
204.0,120.57142857142857,2.131398013750955
205.0,122.05882352941177,2.0836741113557724
206.0,123.53333333333333,2.0363636363636366
207.0,124.78571428571429,1.996180290297937
208.0,123.23076923076923,2.0460715754833405
209.0,119.5,2.165775401069519
210.0,108.64285714285714,2.514132925897632
211.0,105.3076923076923,2.621143562320033
212.0,108.125,2.5307486631016043
213.0,110.8,2.444919786096257
214.0,116.3529411764706,2.2667505504875747
215.0,121.76470588235294,2.093111041207927
216.0,132.0,1.7647058823529411
217.0,132.1818181818182,1.7588721438988817
218.0,135.14285714285714,1.6638655462184875
219.0,134.0,1.700534759358289
220.0,133.5,1.7165775401069516
221.0,134.0,1.700534759358289
222.0,134.53333333333333,1.6834224598930483
223.0,135.84615384615384,1.6412998765939943
224.0,138.8235294117647,1.5457691097829511
225.0,140.78571428571428,1.4828113063407184
226.0,145.5,1.3315508021390374
227.0,146.76470588235293,1.2909720037747725
228.0,149.5,1.2032085561497325
229.0,150.5,1.1711229946524064
230.0,153.5,1.0748663101604277
231.0,157.23076923076923,0.9551624845742495
232.0,159.3846153846154,0.8860551213492389
233.0,160.07142857142858,0.8640183346065695
234.0,160.69230769230768,0.8440970793911975
235.0,160.76923076923077,0.841628959276018
236.0,159.5,0.8823529411764706
237.0,158.5,0.9144385026737968
238.0,157.0,0.9625668449197862
239.0,155.75,1.0026737967914439
240.0,153.5,1.0748663101604277
241.0,153.0,1.0909090909090908
242.0,149.22222222222223,1.212121212121212
243.0,147.0,1.2834224598930482
244.0,146.23076923076923,1.3081036610448376
245.0,143.64285714285714,1.3911382734912148
246.0,141.6153846153846,1.456190867955574
247.0,136.0,1.6363636363636362
248.0,134.5,1.6844919786096257
249.0,133.5,1.7165775401069516
250.0,133.0,1.7326203208556148
251.0,132.5,1.748663101604278
252.0,132.0,1.7647058823529411
253.0,132.5,1.748663101604278
254.0,129.4,1.848128342245989
255.0,127.81818181818181,1.8988818667963054
256.0,126.76923076923077,1.9325380501851086
257.0,126.76923076923077,1.9325380501851086
258.0,126.76923076923077,1.9325380501851086
259.0,130.0,1.8288770053475936
260.0,131.94117647058823,1.7665932683233723
261.0,136.5,1.6203208556149735
262.0,134.41176470588235,1.6873230575652722
263.0,133.5,1.7165775401069516
264.0,136.44444444444446,1.622103386809269
265.0,136.375,1.6243315508021392
266.0,140.1875,1.5020053475935828
267.0,143.25,1.4037433155080214
268.0,149.0,1.2192513368983957
269.0,150.5,1.1711229946524064
270.0,152.16666666666666,1.1176470588235299
271.0,147.69230769230768,1.2612093788564382
272.0,145.5,1.3315508021390374
273.0,144.5,1.3636363636363635
274.0,142.14285714285714,1.4392666157372043
275.0,135.0,1.6684491978609626
276.0,140.3846153846154,1.4956807897984368
277.0,143.6153846153846,1.3920197449609215
278.0,142.0625,1.4418449197860963
279.0,140.76470588235293,1.4834853727587296
280.0,141.5,1.4598930481283423
281.0,139.16666666666666,1.5347593582887704
282.0,130.0,1.8288770053475936
283.0,140.41666666666666,1.4946524064171127
284.0,141.76923076923077,1.4512546277252159
285.0,144.78571428571428,1.3544690603514136
286.0,149.07142857142858,1.2169595110771576
287.0,156.2,0.9882352941176473
288.0,154.14285714285714,1.0542398777692896
289.0,153.5,1.0748663101604277
290.0,153.53333333333333,1.0737967914438504
291.0,152.5,1.106951871657754
292.0,152.0,1.1229946524064172
293.0,152.5,1.106951871657754
294.0,152.0,1.1229946524064172
295.0,151.5,1.1390374331550803
296.0,152.0,1.1229946524064172
297.0,156.35294117647058,0.983328090594527
298.0,158.5,0.9144385026737968
299.0,163.0,0.770053475935829
300.0,162.5,0.786096256684492
301.0,163.76923076923077,0.7453722747840393
302.0,163.76923076923077,0.7453722747840393
303.0,161.6,0.8149732620320858
304.0,156.2,0.9882352941176473
305.0,155.5,1.0106951871657754
306.0,153.33333333333334,1.0802139037433154
307.0,151.11764705882354,1.1513054419628812
308.0,149.06666666666666,1.2171122994652408
309.0,141.1875,1.4699197860962567
310.0,137.75,1.5802139037433154
311.0,129.2,1.854545454545455
312.0,124.875,1.9933155080213902
313.0,117.76923076923077,2.2213081036610447
314.0,120.375,2.1377005347593583
315.0,121.06666666666666,2.1155080213903745
316.0,121.375,2.105614973262032
317.0,122.5625,2.067513368983957
318.0,124.64285714285714,2.000763941940413
319.0,121.88235294117646,2.0893362692670654
320.0,118.0,2.213903743315508
321.0,117.5,2.229946524064171
322.0,117.0,2.2459893048128343
323.0,118.92307692307692,2.184286301933361
324.0,121.2,2.1112299465240643
325.0,122.38461538461539,2.0732208967503083
326.0,129.05882352941177,1.8590751808744885
327.0,134.57142857142858,1.6822001527883876
328.0,135.84615384615384,1.6412998765939943
329.0,143.0,1.4117647058823528
330.0,143.0,1.4117647058823528
331.0,143.0,1.4117647058823528
332.0,143.0,1.4117647058823528
333.0,138.45454545454547,1.5576081672338353
334.0,137.23076923076923,1.5968737145207734
335.0,135.07142857142858,1.6661573720397247
336.0,133.15384615384616,1.7276840806252567
337.0,131.45454545454547,1.7822070977151185
338.0,133.35714285714286,1.721161191749427
339.0,135.0,1.6684491978609626
340.0,140.94117647058823,1.4778232148474364
341.0,147.3846153846154,1.2710818593171533
342.0,148.21428571428572,1.244461420932009
343.0,149.76923076923077,1.1945701357466063
344.0,154.0,1.0588235294117647
345.0,154.0,1.0588235294117647
346.0,155.0,1.0267379679144384
347.0,157.5,0.946524064171123
348.0,158.0,0.93048128342246
349.0,158.5,0.9144385026737968
350.0,158.5,0.9144385026737968
351.0,159.5,0.8823529411764706
352.0,152.07692307692307,1.1205265322912386
353.0,149.07142857142858,1.2169595110771576
354.0,148.5,1.2352941176470589
355.0,147.0,1.2834224598930482
356.0,146.46153846153845,1.3006993006993008
357.0,148.6153846153846,1.2315919374742905
358.0,153.5,1.0748663101604277
359.0,152.0,1.1229946524064172
360.0,151.0,1.1550802139037433
361.0,148.76923076923077,1.2266556972439324
362.0,147.0,1.2834224598930482
363.0,145.5,1.3315508021390374
364.0,144.5,1.3636363636363635
365.0,141.5,1.4598930481283423
366.0,137.76923076923077,1.5795968737145207
367.0,136.21428571428572,1.6294881588999233
368.0,135.07692307692307,1.665981077745784
369.0,134.0,1.700534759358289
370.0,133.5,1.7165775401069516
371.0,137.1764705882353,1.598615916955017
372.0,139.5,1.5240641711229947
373.0,138.2941176470588,1.5627555835168296
374.0,137.23529411764707,1.5967285309845858
375.0,136.5,1.6203208556149735
376.0,134.91666666666666,1.6711229946524067
377.0,127.0,1.9251336898395723
378.0,122.0,2.085561497326203
379.0,121.0,2.1176470588235294
380.0,124.47058823529412,2.006291286568103
381.0,125.52941176470588,1.972318339100346
382.0,129.4375,1.8469251336898393
383.0,133.6875,1.710561497326203
384.0,143.23076923076923,1.4043603455368163
385.0,146.5,1.2994652406417113
386.0,148.35294117647058,1.2400125825731365
387.0,149.75,1.195187165775401
388.0,148.0,1.251336898395722
389.0,147.5,1.2673796791443852
390.0,140.58823529411765,1.489147530670022
391.0,133.5,1.7165775401069516
392.0,133.13333333333333,1.728342245989305
393.0,132.6,1.7454545454545456
394.0,134.8,1.6748663101604273
395.0,137.26666666666668,1.5957219251336894
396.0,141.6153846153846,1.456190867955574
397.0,137.58823529411765,1.5854042151620003
398.0,136.13333333333333,1.6320855614973264
399.0,137.3125,1.5942513368983957
400.0,138.125,1.5681818181818181
401.0,139.33333333333334,1.5294117647058818
402.0,140.23529411764707,1.5004718464926072
403.0,146.23076923076923,1.3081036610448376
404.0,147.2,1.2770053475935832
405.0,147.73333333333332,1.2598930481283426
406.0,148.0625,1.249331550802139
407.0,149.25,1.2112299465240641
408.0,152.0,1.1229946524064172
409.0,153.0,1.0909090909090908
410.0,153.5,1.0748663101604277
411.0,155.42857142857142,1.0129870129870133
412.0,157.07692307692307,0.9600987248046076
413.0,157.25,0.9545454545454546
414.0,156.07692307692307,0.9921842863019337
415.0,155.0,1.0267379679144384
416.0,156.2,0.9882352941176473
417.0,156.5,0.9786096256684493
418.0,157.0,0.9625668449197862
419.0,157.5,0.946524064171123
420.0,156.13333333333333,0.9903743315508023
421.0,153.25,1.0828877005347595
422.0,149.0,1.2192513368983957
423.0,146.0,1.3155080213903743
424.0,144.6875,1.3576203208556148
425.0,142.5,1.427807486631016
426.0,142.5,1.427807486631016
427.0,143.0,1.4117647058823528
428.0,136.88235294117646,1.6080528468071724
429.0,133.93333333333334,1.7026737967914438
430.0,130.4375,1.8148395721925135
431.0,124.0,2.021390374331551
432.0,126.4,1.9443850267379679
433.0,127.5,1.9090909090909092
434.0,131.0,1.7967914438502672
435.0,132.0,1.7647058823529411
436.0,133.63636363636363,1.7122022362664078
437.0,137.75,1.5802139037433154
438.0,139.53846153846155,1.5228301110654048
439.0,141.6153846153846,1.456190867955574
440.0,142.54545454545453,1.4263490520175015
441.0,146.0,1.3155080213903743
442.0,146.0,1.3155080213903743
443.0,146.0,1.3155080213903743
444.0,143.63636363636363,1.3913466212931458
445.0,143.0,1.4117647058823528
446.0,142.0,1.4438502673796791
447.0,141.0,1.4759358288770055
448.0,138.0,1.572192513368984
449.0,142.46153846153845,1.4290415466886057
450.0,143.92857142857142,1.3819709702062646
451.0,147.3125,1.2733957219251337
452.0,150.0,1.1871657754010696
453.0,157.21428571428572,0.9556913674560732
454.0,159.1764705882353,0.8927335640138405
455.0,162.15384615384616,0.7972027972027971
456.0,160.2,0.8598930481283426
457.0,158.85714285714286,0.9029793735676087
458.0,157.53846153846155,0.9452900041135333
459.0,155.72727272727272,1.0034030140982015
460.0,149.0,1.2192513368983957
461.0,150.0,1.1871657754010696
462.0,150.5,1.1711229946524064
463.0,153.64285714285714,1.0702826585179528
464.0,155.2,1.0203208556149737
465.0,155.78571428571428,1.0015278838808253
466.0,155.4,1.0139037433155078
467.0,154.76923076923077,1.034142328259975
468.0,147.375,1.2713903743315507
469.0,143.1875,1.4057486631016043
470.0,136.92307692307693,1.6067461949814885
471.0,128.1764705882353,1.8873859704309528
472.0,117.53846153846153,2.228712464006582
473.0,116.5,2.2620320855614975
474.0,109.0,2.502673796791444
475.0,106.63636363636364,2.5785123966942147
476.0,106.0,2.5989304812834226
477.0,107.35714285714286,2.555385790679908
478.0,109.17647058823529,2.497011638880151
479.0,110.84615384615384,2.4434389140271495
480.0,112.0,2.406417112299465
481.0,114.16666666666667,2.336898395721925
482.0,116.5,2.2620320855614975
483.0,116.0,2.2780748663101607
484.0,115.0,2.3101604278074865
485.0,122.15384615384616,2.080625257095845
486.0,122.5,2.06951871657754
487.0,124.0,2.021390374331551
488.0,125.5,1.9732620320855614
489.0,128.0,1.893048128342246
490.0,127.0,1.9251336898395723
491.0,125.2,1.9828877005347592
492.0,122.5,2.06951871657754
493.0,122.0,2.085561497326203
494.0,121.0,2.1176470588235294
495.0,119.8,2.156149732620321
496.0,118.5,2.1978609625668453
497.0,119.5,2.165775401069519
498.0,119.5,2.165775401069519
499.0,118.5,2.1978609625668453
500.0,118.0,2.213903743315508
501.0,118.0,2.213903743315508
502.0,116.8,2.2524064171122995
503.0,115.0,2.3101604278074865
504.0,115.0,2.3101604278074865
505.0,115.0,2.3101604278074865
506.0,115.0,2.3101604278074865
507.0,115.0,2.3101604278074865
508.0,113.2,2.367914438502674
509.0,112.0,2.406417112299465
510.0,112.0,2.406417112299465
511.0,113.0,2.374331550802139
512.0,113.5,2.358288770053476
513.0,116.8125,2.252005347593583
514.0,118.75,2.1898395721925135
515.0,121.5,2.1016042780748663
516.0,130.4375,1.8148395721925135
517.0,137.13333333333333,1.6000000000000003
518.0,137.23529411764707,1.5967285309845858
519.0,140.57142857142858,1.4896867838044305
520.0,141.06666666666666,1.4737967914438506
521.0,140.2,1.5016042780748666
522.0,138.0,1.572192513368984
523.0,136.86666666666667,1.6085561497326202
524.0,136.5,1.6203208556149735
525.0,134.69230769230768,1.6783216783216788
526.0,132.5,1.748663101604278
527.0,131.15384615384616,1.7918552036199091
528.0,132.6,1.7454545454545456
529.0,133.5,1.7165775401069516
530.0,127.94117647058823,1.8949355143126771
531.0,124.6923076923077,1.9991772932949403
532.0,122.375,2.0735294117647056
533.0,115.0,2.3101604278074865
534.0,115.0,2.3101604278074865
535.0,115.5,2.2941176470588234
536.0,116.0,2.2780748663101607
537.0,115.0,2.3101604278074865
538.0,113.5,2.358288770053476
539.0,117.46153846153847,2.2311805841217605
540.0,118.92857142857143,2.1841100076394193
541.0,119.5,2.165775401069519
542.0,121.36363636363636,2.1059795819154106
